Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas,Link Relatório
13,dom,2024-06-30,18:30,Flamengo,0.6,2–1,0.6,Cruzeiro,52.768,Estadio Jornalista Mário Filho,,Relatório da Partida,,/pt/partidas/8b8dd0f5/Flamengo-Cruzeiro-2024Junho30-Serie-A
13,dom,2024-06-30,18:30,Criciúma,1.0,1–1,1.2,Internacional,14.946,Estádio Heriberto Hülse,,Relatório da Partida,,/pt/partidas/9f18fad7/Criciuma-Internacional-2024Junho30-Serie-A
13,dom,2024-06-30,18:30,Vitória,1.0,0–1,0.9,Ath Paranaense,20.376,Estádio Manoel Barradas,,Relatório da Partida,,/pt/partidas/c0218242/Vitoria-Athletico-Paranaense-2024Junho30-Serie-A
13,seg,2024-07-01,20:00,Palmeiras,1.0,2–0,0.9,Corinthians,41.175,Allianz Parque,,Relatório da Partida,,/pt/partidas/e89f509a/Palmeiras-Corinthians-2024Julho1-Serie-A
14,qua,2024-07-03,18:00,Cuiabá,1.6,1–2,0.8,Botafogo (RJ),,Arena Pantanal,,Relatório da Partida,,/pt/partidas/eda9a9d8/Cuiaba-Botafogo-RJ-2024Julho3-Serie-A
14,qua,2024-07-03,20:00,Vasco da Gama,1.8,2–0,0.5,Fortaleza,,Estádio Club de Regatas Vasco da Gama,,Relatório da Partida,,/pt/partidas/2d965d43/Vasco-da-Gama-Fortaleza-2024Julho3-Serie-A
14,qua,2024-07-03,20:00,Criciúma,1.5,1–0,1.1,Cruzeiro,,Estádio Heriberto Hülse,,Relatório da Partida,,/pt/partidas/bcdf6fef/Criciuma-Cruzeiro-2024Julho3-Serie-A
14,qui,2024-07-04,19:00,Grêmio,2.2,2–2,2.3,Palmeiras,,Estádio Francisco Stédile,,Relatório da Partida,,/pt/partidas/4c989da3/Gremio-Palmeiras-2024Julho4-Serie-A
14,qui,2024-07-04,19:00,Bahia,1.8,2–0,0.7,Juventude,40.442,Itaipava Arena Fonte Nova,,Relatório da Partida,,/pt/partidas/c529021c/Bahia-Juventude-2024Julho4-Serie-A
14,qui,2024-07-04,20:00,Corinthians,0.6,3–2,1.9,Vitória,,Neo Química Arena,,Relatório da Partida,,/pt/partidas/c7f01a78/Corinthians-Vitoria-2024Julho4-Serie-A
14,qui,2024-07-04,20:00,Fluminense,0.3,1–1,0.7,Internacional,,Estadio Jornalista Mário Filho,,Relatório da Partida,,/pt/partidas/db28e378/Fluminense-Internacional-2024Julho4-Serie-A
14,qua,2024-07-03,21:30,Ath Paranaense,0.4,1–2,1.6,São Paulo,,Ligga Arena,,Relatório da Partida,,/pt/partidas/5d6f4b6b/Athletico-Paranaense-Sao-Paulo-2024Julho3-Serie-A
14,qua,2024-07-03,21:30,Red Bull Bragantino,1.6,3–1,0.7,Atl Goianiense,,Estádio Nabi Abi Chedid,,Relatório da Partida,,/pt/partidas/981e26b6/Red-Bull-Bragantino-Atletico-Goianiense-2024Julho3-Serie-A
14,qua,2024-07-03,21:30,Atlético Mineiro,2.4,2–4,2.1,Flamengo,,Arena MRV,,Relatório da Partida,,/pt/partidas/dd8e8da8/Atletico-Mineiro-Flamengo-2024Julho3-Serie-A
15,sáb,2024-07-06,20:00,Flamengo,1.4,1–1,0.8,Cuiabá,,Estadio Jornalista Mário Filho,,Relatório da Partida,,/pt/partidas/26310ed9/Flamengo-Cuiaba-2024Julho6-Serie-A
15,sáb,2024-07-06,20:00,São Paulo,1.9,2–0,0.9,Red Bull Bragantino,,Estádio do Morumbi,,Relatório da Partida,,/pt/partidas/86a1d64d/Sao-Paulo-Red-Bull-Bragantino-2024Julho6-Serie-A
15,dom,2024-07-07,16:00,Fortaleza,2.0,1–0,0.3,Fluminense,,Estádio Castelão,,Relatório da Partida,,/pt/partidas/3672f0cf/Fortaleza-Fluminense-2024Julho7-Serie-A
15,dom,2024-07-07,16:00,Juventude,1.7,3–0,0.8,Grêmio,,Estádio Alfredo Jaconi,,Relatório da Partida,,/pt/partidas/a150942f/Juventude-Gremio-2024Julho7-Serie-A
15,dom,2024-07-07,16:00,Cruzeiro,1.5,3–0,1.1,Corinthians,,Estádio Governador Magalhães Pinto,,Relatório da Partida,,/pt/partidas/ddff9788/Cruzeiro-Corinthians-2024Julho7-Serie-A
15,dom,2024-07-07,18:00,Internacional,1.3,1–2,0.7,Vasco da Gama,,Estádio José Pinheiro Borba,,Relatório da Partida,,/pt/partidas/463057f1/Internacional-Vasco-da-Gama-2024Julho7-Serie-A
15,dom,2024-07-07,18:30,Atl Goianiense,0.7,1–2,1.0,Ath Paranaense,,Estádio Antônio Accioly,,Relatório da Partida,,/pt/partidas/c4d413bf/Atletico-Goianiense-Athletico-Paranaense-2024Julho7-Serie-A
15,dom,2024-07-07,18:30,Palmeiras,0.9,2–0,1.9,Bahia,,Allianz Parque,,Relatório da Partida,,/pt/partidas/cf1bcd5e/Palmeiras-Bahia-2024Julho7-Serie-A
15,dom,2024-07-07,18:30,Vitória,1.6,2–1,1.0,Criciúma,,Estádio Manoel Barradas,,Relatório da Partida,,/pt/partidas/e777d3dc/Vitoria-Criciuma-2024Julho7-Serie-A
15,dom,2024-07-07,20:30,Botafogo (RJ),1.1,3–0,0.2,Atlético Mineiro,,Estádio Nilton Santos,,Relatório da Partida,,/pt/partidas/76d329cb/Botafogo-RJ-Atletico-Mineiro-2024Julho7-Serie-A
16,qua,2024-07-10,18:30,Grêmio,1.0,0–2,1.0,Cruzeiro,,Estádio Francisco Stédile,,Relatório da Partida,,/pt/partidas/5b7823ea/Gremio-Cruzeiro-2024Julho10-Serie-A
16,qua,2024-07-10,19:00,Ath Paranaense,1.9,1–3,1.3,Bahia,,Ligga Arena,,Relatório da Partida,,/pt/partidas/2330ae6e/Athletico-Paranaense-Bahia-2024Julho10-Serie-A
16,qua,2024-07-10,19:00,Vasco da Gama,0.9,2–0,0.4,Corinthians,,Estádio Club de Regatas Vasco da Gama,,Relatório da Partida,,/pt/partidas/f260927e/Vasco-da-Gama-Corinthians-2024Julho10-Serie-A
16,qui,2024-07-11,19:30,Palmeiras,3.3,3–1,0.5,Atl Goianiense,,Allianz Parque,,Relatório da Partida,,/pt/partidas/0523260c/Palmeiras-Atletico-Goianiense-2024Julho11-Serie-A
16,qui,2024-07-11,20:00,Flamengo,2.0,1–2,0.4,Fortaleza,,Estadio Jornalista Mário Filho,,Relatório da Partida,,/pt/partidas/1d899c19/Flamengo-Fortaleza-2024Julho11-Serie-A
16,qui,2024-07-11,20:00,Criciúma,1.1,1–1,2.1,Fluminense,,Estádio Heriberto Hülse,,Relatório da Partida,,/pt/partidas/d6018c14/Criciuma-Fluminense-2024Julho11-Serie-A
16,qui,2024-07-11,21:30,Vitória,1.0,0–1,2.1,Botafogo (RJ),,Estádio Manoel Barradas,,Relatório da Partida,,/pt/partidas/945b07dc/Vitoria-Botafogo-RJ-2024Julho11-Serie-A
16,qui,2024-07-11,21:30,Atlético Mineiro,0.6,2–1,1.4,São Paulo,,Arena MRV,,Relatório da Partida,,/pt/partidas/e68fc471/Atletico-Mineiro-Sao-Paulo-2024Julho11-Serie-A
17,sáb,2024-07-13,16:00,Cruzeiro,1.4,2–1,0.8,Red Bull Bragantino,,Estádio Raimundo Sampaio,,Relatório da Partida,,/pt/partidas/16b782fd/Cruzeiro-Red-Bull-Bragantino-2024Julho13-Serie-A
17,sáb,2024-07-13,16:00,Bahia,0.9,1–2,1.2,Cuiabá,,Itaipava Arena Fonte Nova,,Relatório da Partida,,/pt/partidas/96dab114/Bahia-Cuiaba-2024Julho13-Serie-A
17,ter,2024-07-16,19:00,Juventude,0.9,1–1,1.8,Atlético Mineiro,,Estádio Nacional de Brasília,,Relatório da Partida,,/pt/partidas/8cd99c81/Juventude-Atletico-Mineiro-2024Julho16-Serie-A
17,qua,2024-07-17,19:00,Atl Goianiense,0.9,0–1,1.2,Vasco da Gama,,Estádio Antônio Accioly,,Relatório da Partida,,/pt/partidas/c20dad05/Atletico-Goianiense-Vasco-da-Gama-2024Julho17-Serie-A
17,qua,2024-07-17,20:00,São Paulo,0.9,1–0,1.4,Grêmio,,Estádio do Morumbi,,Relatório da Partida,,/pt/partidas/1662bfc9/Sao-Paulo-Gremio-2024Julho17-Serie-A
17,ter,2024-07-16,21:00,Corinthians,0.7,2–1,1.2,Criciúma,43.241,Neo Química Arena,,Relatório da Partida,,/pt/partidas/4e96eb28/Corinthians-Criciuma-2024Julho16-Serie-A
17,qua,2024-07-17,21:30,Fortaleza,2.0,3–1,1.3,Vitória,,Estádio Castelão,,Relatório da Partida,,/pt/partidas/d828c590/Fortaleza-Vitoria-2024Julho17-Serie-A
17,qua,2024-07-17,21:30,Botafogo (RJ),1.8,1–0,1.2,Palmeiras,,Estádio Nilton Santos,,Relatório da Partida,,/pt/partidas/f2802382/Botafogo-RJ-Palmeiras-2024Julho17-Serie-A
18,sáb,2024-07-20,16:00,Flamengo,2.4,2–1,1.2,Criciúma,,Estádio Nacional de Brasília,,Relatório da Partida,,/pt/partidas/7aa9d167/Flamengo-Criciuma-2024Julho20-Serie-A
18,sáb,2024-07-20,18:30,Botafogo (RJ),0.5,1–0,0.7,Internacional,,Estádio Nilton Santos,,Relatório da Partida,,/pt/partidas/18ff17dd/Botafogo-RJ-Internacional-2024Julho20-Serie-A
18,dom,2024-07-21,11:00,Grêmio,1.4,2–0,0.2,Vitória,,Estádio Francisco Stédile,,Relatório da Partida,,/pt/partidas/58dfa833/Gremio-Vitoria-2024Julho21-Serie-A
18,dom,2024-07-21,16:00,Bahia,1.3,0–1,0.3,Corinthians,48.346,Itaipava Arena Fonte Nova,,Relatório da Partida,,/pt/partidas/1534c147/Bahia-Corinthians-2024Julho21-Serie-A
18,dom,2024-07-21,16:00,Atlético Mineiro,2.2,2–0,0.6,Vasco da Gama,42.353,Arena MRV,,Relatório da Partida,,/pt/partidas/57c57174/Atletico-Mineiro-Vasco-da-Gama-2024Julho21-Serie-A
18,dom,2024-07-21,18:30,Red Bull Bragantino,0.8,1–0,1.4,Ath Paranaense,4.423,Estádio Nabi Abi Chedid,,Relatório da Partida,,/pt/partidas/658eff3c/Red-Bull-Bragantino-Athletico-Paranaense-2024Julho21-Serie-A
18,dom,2024-07-21,18:30,Fortaleza,1.6,3–1,0.7,Atl Goianiense,,Estádio Castelão,,Relatório da Partida,,/pt/partidas/7ed52b26/Fortaleza-Atletico-Goianiense-2024Julho21-Serie-A
18,dom,2024-07-21,18:30,Juventude,0.8,0–0,0.5,São Paulo,,Estádio Nacional de Brasília,,Relatório da Partida,,/pt/partidas/e4fcb89c/Juventude-Sao-Paulo-2024Julho21-Serie-A
18,dom,2024-07-21,19:00,Cuiabá,0.6,0–1,1.3,Fluminense,,Arena Pantanal,,Relatório da Partida,,/pt/partidas/cedc908c/Cuiaba-Fluminense-2024Julho21-Serie-A
18,sáb,2024-07-20,21:00,Palmeiras,1.3,2–0,0.6,Cruzeiro,,Allianz Parque,,Relatório da Partida,,/pt/partidas/ae87e6ed/Palmeiras-Cruzeiro-2024Julho20-Serie-A
3,qua,2024-07-24,19:00,Criciúma,0.5,1–1,1.6,Fortaleza,,Estádio Heriberto Hülse,,Relatório da Partida,,/pt/partidas/39ce100c/Criciuma-Fortaleza-2024Julho24-Serie-A
19,qua,2024-07-24,19:00,Cruzeiro,2.4,2–0,0.9,Juventude,,Estádio Governador Magalhães Pinto,,Relatório da Partida,,/pt/partidas/4293655d/Cruzeiro-Juventude-2024Julho24-Serie-A
19,qua,2024-07-24,19:30,São Paulo,2.0,2–2,1.7,Botafogo (RJ),,Estádio do Morumbi,,Relatório da Partida,,/pt/partidas/4c0485f1/Sao-Paulo-Botafogo-RJ-2024Julho24-Serie-A
19,qua,2024-07-24,20:00,Vitória,1.4,1–2,1.0,Flamengo,,Estádio Manoel Barradas,,Relatório da Partida,,/pt/partidas/271e5c00/Vitoria-Flamengo-2024Julho24-Serie-A
19,qui,2024-07-25,20:00,Corinthians,1.6,2–2,0.9,Grêmio,45.183,Neo Química Arena,,Relatório da Partida,,/pt/partidas/00062d3c/Corinthians-Gremio-2024Julho25-Serie-A
19,qua,2024-07-24,21:30,Atl Goianiense,1.1,1–1,0.8,Bahia,,Estádio Antônio Accioly,,Relatório da Partida,,/pt/partidas/4718c1cd/Atletico-Goianiense-Bahia-2024Julho24-Serie-A
19,qua,2024-07-24,21:30,Fluminense,1.0,1–0,0.1,Palmeiras,,Estadio Jornalista Mário Filho,,Relatório da Partida,,/pt/partidas/fcb3a1d2/Fluminense-Palmeiras-2024Julho24-Serie-A
20,sáb,2024-07-27,19:00,Palmeiras,0.8,0–2,0.6,Vitória,,Allianz Parque,,Relatório da Partida,,/pt/partidas/884db190/Palmeiras-Vitoria-2024Julho27-Serie-A
20,sáb,2024-07-27,19:00,Juventude,0.5,1–2,1.7,Criciúma,,Estádio Alfredo Jaconi,,Relatório da Partida,,/pt/partidas/b4a136d6/Juventude-Criciuma-2024Julho27-Serie-A
20,sáb,2024-07-27,20:00,Bahia,0.9,1–1,1.5,Internacional,,Itaipava Arena Fonte Nova,,Relatório da Partida,,/pt/partidas/06a41b67/Bahia-Internacional-2024Julho27-Serie-A
20,dom,2024-07-28,11:00,Red Bull Bragantino,0.4,0–1,0.8,Fluminense,7.304,Estádio Nabi Abi Chedid,,Relatório da Partida,,/pt/partidas/cb781e8a/Red-Bull-Bragantino-Fluminense-2024Julho28-Serie-A
20,dom,2024-07-28,16:00,Flamengo,1.3,2–0,0.4,Atl Goianiense,61.883,Estadio Jornalista Mário Filho,,Relatório da Partida,,/pt/partidas/fe7b7eb3/Flamengo-Atletico-Goianiense-2024Julho28-Serie-A
20,dom,2024-07-28,18:00,Cuiabá,1.5,1–2,2.1,Ath Paranaense,4.452,Arena Pantanal,,Relatório da Partida,,/pt/partidas/c0e77847/Cuiaba-Athletico-Paranaense-2024Julho28-Serie-A
20,dom,2024-07-28,19:00,Atlético Mineiro,1.9,2–1,1.1,Corinthians,,Arena MRV,,Relatório da Partida,,/pt/partidas/6b6915a6/Atletico-Mineiro-Corinthians-2024Julho28-Serie-A
20,dom,2024-07-28,19:00,Grêmio,1.7,1–0,0.9,Vasco da Gama,,Arena Condá,,Relatório da Partida,,/pt/partidas/79177145/Gremio-Vasco-da-Gama-2024Julho28-Serie-A
20,sáb,2024-07-27,21:30,Botafogo (RJ),2.2,0–3,0.6,Cruzeiro,,Estádio Nilton Santos,,Relatório da Partida,,/pt/partidas/e929d90c/Botafogo-RJ-Cruzeiro-2024Julho27-Serie-A
20,sáb,2024-07-27,21:30,Fortaleza,1.3,1–0,0.6,São Paulo,41.322,Estádio Castelão,,Relatório da Partida,,/pt/partidas/f514c298/Fortaleza-Sao-Paulo-2024Julho27-Serie-A
21,sáb,2024-08-03,16:00,Vitória,1.6,1–0,0.8,Cuiabá,,Estádio Manoel Barradas,,Relatório da Partida,,/pt/partidas/8746caf6/Vitoria-Cuiaba-2024Agosto3-Serie-A
21,sáb,2024-08-03,19:00,Vasco da Gama,0.8,2–2,1.3,Red Bull Bragantino,,Estádio Club de Regatas Vasco da Gama,,Relatório da Partida,,/pt/partidas/4348e241/Vasco-da-Gama-Red-Bull-Bragantino-2024Agosto3-Serie-A
21,sáb,2024-08-03,20:00,Atl Goianiense,1.2,1–4,3.1,Botafogo (RJ),,Estádio Antônio Accioly,,Relatório da Partida,,/pt/partidas/c1cfad94/Atletico-Goianiense-Botafogo-RJ-2024Agosto3-Serie-A
21,sáb,2024-08-03,20:00,Criciúma,1.2,2–1,1.4,Atlético Mineiro,15.642,Estádio Heriberto Hülse,,Relatório da Partida,,/pt/partidas/e4bd97f5/Criciuma-Atletico-Mineiro-2024Agosto3-Serie-A
21,dom,2024-08-04,16:00,Fluminense,1.1,1–0,1.7,Bahia,,Estadio Jornalista Mário Filho,,Relatório da Partida,,/pt/partidas/84ad3b2c/Fluminense-Bahia-2024Agosto4-Serie-A
21,dom,2024-08-04,16:00,Corinthians,2.4,1–1,0.7,Juventude,,Neo Química Arena,,Relatório da Partida,,/pt/partidas/8d8133f9/Corinthians-Juventude-2024Agosto4-Serie-A
21,dom,2024-08-04,16:00,Ath Paranaense,0.9,0–2,2.2,Grêmio,,Ligga Arena,,Relatório da Partida,,/pt/partidas/e4136a2b/Athletico-Paranaense-Gremio-2024Agosto4-Serie-A
21,dom,2024-08-04,17:00,Internacional,1.5,1–1,1.4,Palmeiras,,Estádio José Pinheiro Borba,,Relatório da Partida,,/pt/partidas/0ea5728b/Internacional-Palmeiras-2024Agosto4-Serie-A
21,sáb,2024-08-03,21:30,São Paulo,1.4,1–0,0.3,Flamengo,,Estádio do Morumbi,,Relatório da Partida,,/pt/partidas/03c34ee9/Sao-Paulo-Flamengo-2024Agosto3-Serie-A
21,seg,2024-08-05,21:00,Cruzeiro,0.8,1–2,1.1,Fortaleza,,Estádio Kleber José de Andrade,,Relatório da Partida,,/pt/partidas/ae2c8909/Cruzeiro-Fortaleza-2024Agosto5-Serie-A
22,sáb,2024-08-10,16:00,Fortaleza,1.9,1–0,0.8,Criciúma,,Estádio Castelão,,Relatório da Partida,,/pt/partidas/847a24c6/Fortaleza-Criciuma-2024Agosto10-Serie-A
22,sáb,2024-08-10,18:00,Cuiabá,0.5,1–3,1.4,Grêmio,,Arena Pantanal,,Relatório da Partida,,/pt/partidas/09ccc6cb/Cuiaba-Gremio-2024Agosto10-Serie-A
22,dom,2024-08-11,11:00,Juventude,1.7,3–2,1.8,Botafogo (RJ),,Estádio Alfredo Jaconi,,Relatório da Partida,,/pt/partidas/167fb7f9/Juventude-Botafogo-RJ-2024Agosto11-Serie-A
22,dom,2024-08-11,16:00,São Paulo,2.0,1–0,0.7,Atl Goianiense,46.600,Estádio do Morumbi,,Relatório da Partida,,/pt/partidas/2e98871f/Sao-Paulo-Atletico-Goianiense-2024Agosto11-Serie-A
22,dom,2024-08-11,16:00,Flamengo,1.0,1–1,1.3,Palmeiras,,Estadio Jornalista Mário Filho,,Relatório da Partida,,/pt/partidas/f7b319c1/Flamengo-Palmeiras-2024Agosto11-Serie-A
22,dom,2024-08-11,16:00,Bahia,0.6,2–0,1.0,Vitória,,Itaipava Arena Fonte Nova,,Relatório da Partida,,/pt/partidas/f9bd370e/Bahia-Vitoria-2024Agosto11-Serie-A
22,dom,2024-08-11,19:00,Internacional,2.5,2–2,1.3,Ath Paranaense,,Estádio José Pinheiro Borba,,Relatório da Partida,,/pt/partidas/054386b8/Internacional-Athletico-Paranaense-2024Agosto11-Serie-A
22,sáb,2024-08-10,21:30,Cruzeiro,0.3,0–0,0.6,Atlético Mineiro,,Estádio Governador Magalhães Pinto,,Relatório da Partida,,/pt/partidas/0da8aa4b/Cruzeiro-Atletico-Mineiro-2024Agosto10-Serie-A
22,sáb,2024-08-10,21:30,Corinthians,1.4,1–1,1.2,Red Bull Bragantino,,Neo Química Arena,,Relatório da Partida,,/pt/partidas/543a286f/Corinthians-Red-Bull-Bragantino-2024Agosto10-Serie-A
22,sáb,2024-08-10,21:30,Vasco da Gama,1.2,2–0,0.8,Fluminense,,Estádio Nilton Santos,,Relatório da Partida,,/pt/partidas/e8c91184/Vasco-da-Gama-Fluminense-2024Agosto10-Serie-A
6,qua,2024-08-14,19:30,Internacional,3.3,2–1,0.7,Juventude,,Estádio José Pinheiro Borba,,Relatório da Partida,,/pt/partidas/9f6a7147/Internacional-Juventude-2024Agosto14-Serie-A
23,sáb,2024-08-17,16:00,Atlético Mineiro,1.8,1–1,1.3,Cuiabá,,Arena MRV,,Relatório da Partida,,/pt/partidas/8a93999b/Atletico-Mineiro-Cuiaba-2024Agosto17-Serie-A
23,sáb,2024-08-17,16:00,Grêmio,1.2,0–2,1.7,Bahia,,Estádio Alfredo Jaconi,,Relatório da Partida,,/pt/partidas/d56320ae/Gremio-Bahia-2024Agosto17-Serie-A
23,sáb,2024-08-17,18:30,Red Bull Bragantino,2.2,1–2,1.9,Fortaleza,,Estádio Nabi Abi Chedid,,Relatório da Partida,,/pt/partidas/3f87541a/Red-Bull-Bragantino-Fortaleza-2024Agosto17-Serie-A
23,dom,2024-08-18,16:00,Criciúma,1.0,2–2,1.3,Vasco da Gama,,Estádio Heriberto Hülse,,Relatório da Partida,,/pt/partidas/12ad16ea/Criciuma-Vasco-da-Gama-2024Agosto18-Serie-A
23,dom,2024-08-18,16:00,Palmeiras,2.1,2–1,0.6,São Paulo,,Allianz Parque,,Relatório da Partida,,/pt/partidas/79a0b727/Palmeiras-Sao-Paulo-2024Agosto18-Serie-A
23,dom,2024-08-18,16:00,Atl Goianiense,0.7,1–0,1.9,Internacional,,Estádio Antônio Accioly,,Relatório da Partida,,/pt/partidas/917e890f/Atletico-Goianiense-Internacional-2024Agosto18-Serie-A
23,dom,2024-08-18,18:30,Ath Paranaense,1.5,1–2,1.1,Juventude,,Ligga Arena,,Relatório da Partida,,/pt/partidas/988ff3e3/Athletico-Paranaense-Juventude-2024Agosto18-Serie-A
23,dom,2024-08-18,18:30,Botafogo (RJ),3.3,4–1,0.8,Flamengo,,Estádio Nilton Santos,,Relatório da Partida,,/pt/partidas/ba80f8ac/Botafogo-RJ-Flamengo-2024Agosto18-Serie-A
23,sáb,2024-08-17,21:00,Fluminense,0.6,0–0,1.1,Corinthians,,Estadio Jornalista Mário Filho,,Relatório da Partida,,/pt/partidas/abab024d/Fluminense-Corinthians-2024Agosto17-Serie-A
23,seg,2024-08-19,20:00,Vitória,1.2,2–2,1.2,Cruzeiro,,Estádio Manoel Barradas,,Relatório da Partida,,/pt/partidas/884e2774/Vitoria-Cruzeiro-2024Agosto19-Serie-A
24,sáb,2024-08-24,16:00,Atl Goianiense,2.5,2–1,0.6,Juventude,,Estádio Antônio Accioly,,Relatório da Partida,,/pt/partidas/6fb2b1d3/Atletico-Goianiense-Juventude-2024Agosto24-Serie-A
24,sáb,2024-08-24,18:30,Palmeiras,2.6,5–0,0.8,Cuiabá,,Estádio Brinco de Ouro da Princesa,,Relatório da Partida,,/pt/partidas/693cf3cb/Palmeiras-Cuiaba-2024Agosto24-Serie-A
24,dom,2024-08-25,16:00,Criciúma,0.9,0–1,1.3,Grêmio,,Estádio Heriberto Hülse,,Relatório da Partida,,/pt/partidas/16714502/Criciuma-Gremio-2024Agosto25-Serie-A
24,dom,2024-08-25,16:00,Bahia,0.9,0–0,0.8,Botafogo (RJ),,Itaipava Arena Fonte Nova,,Relatório da Partida,,/pt/partidas/7f4e3af4/Bahia-Botafogo-RJ-2024Agosto25-Serie-A
24,dom,2024-08-25,16:00,Fortaleza,1.0,1–0,0.6,Corinthians,,Estádio Castelão,,Relatório da Partida,,/pt/partidas/c0a8d1ea/Fortaleza-Corinthians-2024Agosto25-Serie-A
24,dom,2024-08-25,18:30,São Paulo,0.6,2–1,1.2,Vitória,,Estádio do Morumbi,,Relatório da Partida,,/pt/partidas/79532d5b/Sao-Paulo-Vitoria-2024Agosto25-Serie-A
24,dom,2024-08-25,19:00,Internacional,2.6,1–0,0.2,Cruzeiro,,Estádio José Pinheiro Borba,,Relatório da Partida,,/pt/partidas/0064222d/Internacional-Cruzeiro-2024Agosto25-Serie-A
24,dom,2024-08-25,20:00,Flamengo,1.3,2–1,1.1,Red Bull Bragantino,,Estadio Jornalista Mário Filho,,Relatório da Partida,,/pt/partidas/268c1068/Flamengo-Red-Bull-Bragantino-2024Agosto25-Serie-A
24,sáb,2024-08-24,21:00,Atlético Mineiro,0.5,0–2,0.7,Fluminense,,Estádio Governador Magalhães Pinto,,Relatório da Partida,,/pt/partidas/0b5f6fda/Atletico-Mineiro-Fluminense-2024Agosto24-Serie-A
24,seg,2024-08-26,21:00,Vasco da Gama,0.7,2–1,0.7,Ath Paranaense,16.433,Estádio Club de Regatas Vasco da Gama,,Relatório da Partida,,/pt/partidas/c37ad833/Vasco-da-Gama-Athletico-Paranaense-2024Agosto26-Serie-A
5,qua,2024-08-28,19:30,Cruzeiro,1.7,0–0,0.0,Internacional,35.238,Estádio Governador Magalhães Pinto,,Relatório da Partida,,/pt/partidas/96cdceb8/Cruzeiro-Internacional-2024Agosto28-Serie-A
19,qua,2024-08-28,19:30,Criciúma,0.9,1–0,1.1,Red Bull Bragantino,,Estádio Heriberto Hülse,,Relatório da Partida,,/pt/partidas/5fe90dc4/Criciuma-Red-Bull-Bragantino-2024Agosto28-Serie-A
25,sáb,2024-08-31,17:30,Cuiabá,1.2,2–1,0.6,Criciúma,,Arena Pantanal,Rodrigo José Pereira de Lima,Relatório da Partida,,/pt/partidas/12d1e09f/Cuiaba-Criciuma-2024Agosto31-Serie-A
25,dom,2024-09-01,11:00,Cruzeiro,1.7,3–1,1.4,Atl Goianiense,,Estádio Governador Magalhães Pinto,Gustavo Ervino Bauermann,Relatório da Partida,,/pt/partidas/0e8cf33e/Cruzeiro-Atletico-Goianiense-2024Setembro1-Serie-A
25,dom,2024-09-01,11:00,Grêmio,2.0,2–3,2.8,Atlético Mineiro,,Arena do Grêmio,Raphael Claus,Relatório da Partida,,/pt/partidas/87ef338c/Gremio-Atletico-Mineiro-2024Setembro1-Serie-A
25,dom,2024-09-01,16:00,Corinthians,1.6,2–1,1.3,Flamengo,,Neo Química Arena,Ramon Abatti,Relatório da Partida,,/pt/partidas/c2e50275/Corinthians-Flamengo-2024Setembro1-Serie-A
25,dom,2024-09-01,18:30,Juventude,0.6,1–3,2.9,Internacional,,Estádio Alfredo Jaconi,Marcelo de Lima Henrique,Relatório da Partida,,/pt/partidas/1d332259/Juventude-Internacional-2024Setembro1-Serie-A
25,dom,2024-09-01,18:30,Ath Paranaense,0.9,0–2,3.0,Palmeiras,,Ligga Arena,Braulio Machado,Relatório da Partida,,/pt/partidas/9818b8f0/Athletico-Paranaense-Palmeiras-2024Setembro1-Serie-A
25,dom,2024-09-01,18:30,Fluminense,0.5,2–0,0.8,São Paulo,,Estadio Jornalista Mário Filho,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,/pt/partidas/ba9764f8/Fluminense-Sao-Paulo-2024Setembro1-Serie-A
25,dom,2024-09-01,18:30,Vitória,1.4,0–1,0.4,Vasco da Gama,,Estádio Manoel Barradas,Luiz Flávio de Oliveira,Relatório da Partida,,/pt/partidas/c9178fde/Vitoria-Vasco-da-Gama-2024Setembro1-Serie-A
25,dom,2024-09-01,18:30,Red Bull Bragantino,1.0,2–1,0.8,Bahia,,Estádio Nabi Abi Chedid,Davi de Oliveira Lacerda,Relatório da Partida,,/pt/partidas/fa27d6de/Red-Bull-Bragantino-Bahia-2024Setembro1-Serie-A
25,sáb,2024-08-31,21:00,Botafogo (RJ),1.8,2–0,0.4,Fortaleza,,Estádio Nilton Santos,Flavio Rodrigues de Souza,Relatório da Partida,,/pt/partidas/fe3afc8c/Botafogo-RJ-Fortaleza-2024Agosto31-Serie-A
16,qui,2024-09-05,19:00,Cuiabá,0.7,0–0,0.6,Juventude,,Arena Pantanal,Felipe Fernandes de Lima,Relatório da Partida,,/pt/partidas/81ad2795/Cuiaba-Juventude-2024Setembro5-Serie-A
19,qua,2024-09-11,19:30,Internacional,1.7,2–1,1.1,Fortaleza,,Estádio José Pinheiro Borba,Gustavo Ervino Bauermann,Relatório da Partida,,/pt/partidas/73b22908/Internacional-Fortaleza-2024Setembro11-Serie-A
26,sáb,2024-09-14,16:00,Atl Goianiense,0.7,0–2,0.8,Vitória,,Estádio Antônio Accioly,Edina Alves,Relatório da Partida,,/pt/partidas/669c6eec/Atletico-Goianiense-Vitoria-2024Setembro14-Serie-A
26,sáb,2024-09-14,18:30,Ath Paranaense,2.9,1–1,1.1,Fortaleza,,Ligga Arena,Davi de Oliveira Lacerda,Relatório da Partida,,/pt/partidas/9ff2ccfb/Athletico-Paranaense-Fortaleza-2024Setembro14-Serie-A
