Jogador,Time,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
Caíque,Grêmio,97,BRA,GK,27-065,83,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,1,0,10,13,"76,9",0,13,0,0,0,2024-10-04
Rafael Cabral,Grêmio,33,BRA,GK,34-137,7,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,"100,0",0,2,0,0,0,2024-10-04
Juan Martín Lucero,Fortaleza,9,ARG,FW,32-309,90,0,0,0,0,1,1,1,0,24,1,0,0,0.2,0.2,0.0,1,0,14,16,"87,5",1,18,0,1,0,2024-10-04
Breno,Fortaleza,26,BRA,LW,28-254,72,0,0,0,0,1,1,0,0,42,0,0,2,0.0,0.0,0.0,0,0,31,36,"86,1",1,30,0,0,0,2024-10-04
Moises,Fortaleza,21,BRA,LW,28-032,18,0,0,0,0,1,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,7,10,"70,0",1,10,2,3,1,2024-10-04
Yago Pikachu,Fortaleza,22,BRA,RW,32-121,72,0,1,0,0,0,0,0,0,43,1,0,0,0.0,0.0,0.1,2,1,29,39,"74,4",2,33,2,0,0,2024-10-04
Calebe,Fortaleza,10,BRA,RW,24-157,18,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,8,9,"88,9",1,10,0,1,1,2024-10-04
Hércules,Fortaleza,35,BRA,AM,23-350,61,1,0,0,0,1,1,0,0,30,1,0,1,0.0,0.0,0.0,2,0,21,25,"84,0",2,26,3,2,2,2024-10-04
Tomas Pochettino,Fortaleza,7,ARG,DM,28-246,29,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.2,3,0,31,36,"86,1",3,29,4,1,1,2024-10-04
José Welison,Fortaleza,17,BRA,DM,29-207,61,0,0,0,0,0,0,0,0,44,1,1,0,0.0,0.0,0.0,0,0,33,38,"86,8",5,27,0,2,1,2024-10-04
Kervin Andrade,Fortaleza,77,VEN,AM,19-174,29,0,0,0,0,0,0,0,0,17,1,1,0,0.0,0.0,0.0,1,0,10,14,"71,4",2,9,0,0,0,2024-10-04
Matheus Rossetto,Fortaleza,16,BRA,DM,28-123,83,0,0,0,0,0,0,0,0,83,2,2,0,0.0,0.0,0.0,0,0,73,77,"94,8",6,59,1,2,2,2024-10-04
Leandro Emmanuel Martínez,Fortaleza,8,ARG,DM,30-122,7,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,8,12,"66,7",1,10,0,0,0,2024-10-04
Bruno Pacheco,Fortaleza,6,BRA,LB,32-301,90,0,0,0,0,1,0,0,0,69,2,2,2,0.0,0.0,0.0,1,0,44,58,"75,9",4,40,2,3,2,2024-10-04
Tomás Cardona,Fortaleza,25,ARG,CB,28-360,90,0,0,0,0,0,0,0,0,106,4,0,2,0.0,0.0,0.0,1,0,68,93,"73,1",5,68,2,0,0,2024-10-04
Benjamín Kuscevic,Fortaleza,13,CHI,CB,28-155,90,0,0,0,0,0,0,1,0,109,1,3,4,0.0,0.0,0.0,2,1,84,90,"93,3",4,75,1,0,0,2024-10-04
Eros Mancuso,Fortaleza,33,ARG,RB,25-170,79,0,0,0,0,2,2,2,1,48,2,0,0,0.0,0.0,0.0,1,0,34,41,"82,9",6,34,3,0,0,2024-10-04
João Ricardo Riedi,Fortaleza,1,BRA,GK,36-028,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,19,26,"73,1",0,14,0,0,0,2024-10-04
Pablo Vegetti,Vasco da Gama,99,ARG,FW,35-356,90,0,0,0,0,2,1,0,0,40,1,0,3,0.2,0.2,0.1,2,0,14,20,"70,0",1,11,1,0,0,2024-10-05
Emerson Rodríguez,Vasco da Gama,17,COL,LW,24-041,57,0,0,0,0,1,0,0,0,25,0,0,5,0.0,0.0,0.0,3,0,9,11,"81,8",1,13,2,1,0,2024-10-05
Leandrinho,Vasco da Gama,66,BRA,LW,19-202,33,0,0,0,0,0,0,0,0,22,2,0,1,0.0,0.0,0.0,0,0,14,18,"77,8",2,7,0,0,0,2024-10-05
Maxime Dominguez,Vasco da Gama,26,SUI,RW,28-247,57,0,0,0,0,1,0,1,0,27,2,0,1,0.0,0.0,0.0,2,0,15,17,"88,2",1,18,0,1,0,2024-10-05
Rayan Vitor,Vasco da Gama,77,BRA,RW,18-063,33,0,0,0,0,3,0,0,0,21,1,0,0,0.2,0.2,0.0,1,0,12,13,"92,3",0,8,1,1,0,2024-10-05
Dimitri Payet,Vasco da Gama,10,FRA,AM,37-190,65,1,0,0,0,2,1,0,0,39,1,1,0,0.2,0.2,0.2,6,0,23,32,"71,9",6,19,1,0,0,2024-10-05
Philippe Coutinho,Vasco da Gama,11,BRA,AM,32-115,25,0,0,0,0,0,0,0,0,26,1,0,0,0.0,0.0,0.4,2,0,14,20,"70,0",0,17,2,3,1,2024-10-05
Juan Sforza,Vasco da Gama,20,ARG,DM,22-234,83,0,0,0,0,1,0,0,0,63,0,1,0,0.4,0.4,0.0,0,0,47,57,"82,5",6,26,0,2,2,2024-10-05
Josef de Souza,Vasco da Gama,5,BRA,DM,35-237,3,0,0,0,0,1,0,0,1,5,0,0,0,0.0,0.0,0.0,1,0,4,4,"100,0",0,4,0,1,1,2024-10-05
Hugo Moura,Vasco da Gama,25,BRA,DM,26-276,90,0,1,0,0,5,1,0,0,46,4,1,1,0.2,0.2,0.2,6,1,26,29,"89,7",3,17,1,0,0,2024-10-05
Lucas Piton,Vasco da Gama,6,BRA,LB,23-362,90,0,0,0,0,0,0,0,0,53,2,3,1,0.0,0.0,0.0,1,0,33,44,"75,0",2,22,1,0,0,2024-10-05
Maicon,Vasco da Gama,4,BRA,CB,36-021,90,0,0,0,0,0,0,0,0,63,4,0,3,0.0,0.0,0.0,2,0,36,51,"70,6",4,19,0,1,1,2024-10-05
João Victor,Vasco da Gama,38,BRA,CB,26-080,90,0,0,0,0,0,0,0,0,60,0,1,3,0.0,0.0,0.0,1,0,44,50,"88,0",5,27,3,0,0,2024-10-05
José Luis Rodríguez Bebanz,Vasco da Gama,2,URU,RB,27-205,65,0,0,0,0,0,0,0,0,37,3,2,0,0.0,0.0,0.0,1,0,22,32,"68,8",0,11,2,1,1,2024-10-05
Paulo Henrique,Vasco da Gama,96,BRA,RB,28-072,25,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,1,0,10,16,"62,5",0,6,0,2,0,2024-10-05
Léo Jardim,Vasco da Gama,1,BRA,GK,29-199,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,22,35,"62,9",0,17,0,0,0,2024-10-05
Gilberto,Juventude,9,BRA,FW,35-122,45,0,1,0,0,2,1,1,0,15,0,0,0,0.1,0.1,0.6,4,1,8,11,"72,7",2,6,0,0,0,2024-10-05
Ronie Carrillo,Juventude,79,ECU,FW,28-027,45,0,0,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.1,2,0,9,14,"64,3",2,10,2,1,0,2024-10-05
Edson Carioca,Juventude,17,BRA,LW,27-093,66,1,0,0,0,3,1,0,0,26,1,0,3,0.6,0.6,0.0,1,1,8,13,"61,5",3,16,3,6,5,2024-10-05
Erick,Juventude,7,BRA,LW,27-276,24,0,0,0,0,0,0,0,0,7,1,1,0,0.0,0.0,0.1,1,0,3,4,"75,0",1,3,0,0,0,2024-10-05
Lucas Barbosa,Juventude,21,BRA,RW,23-226,90,0,0,0,0,3,1,0,0,52,4,1,3,0.3,0.3,0.0,7,0,21,39,"53,8",11,27,5,1,1,2024-10-05
Luis Mandaca,Juventude,44,BRA,"AM,DM",23-003,90,0,0,0,0,2,0,0,0,39,2,2,1,0.1,0.1,0.2,3,0,22,26,"84,6",5,19,3,1,0,2024-10-05
Dudu Vieira,Juventude,30,BRA,DM,30-228,88,0,0,0,0,0,0,0,0,40,1,2,4,0.0,0.0,0.0,1,0,20,26,"76,9",3,11,0,2,1,2024-10-05
Marcelinho,Juventude,11,BRA,AM,21-299,2,0,0,0,0,1,0,0,0,5,0,0,0,0.1,0.1,0.0,0,0,1,4,"25,0",0,3,0,0,0,2024-10-05
Jadson,Juventude,16,BRA,DM,31-036,90,0,0,0,0,1,0,0,0,57,2,1,0,0.1,0.1,0.3,9,0,37,45,"82,2",9,29,1,3,1,2024-10-05
Alan Ruschel,Juventude,28,BRA,LB,35-043,81,0,0,0,0,1,0,0,0,56,4,2,5,0.1,0.1,0.1,3,0,22,38,"57,9",4,15,0,0,0,2024-10-05
Lucas Freitas,Juventude,43,BRA,LB,23-259,9,0,0,0,0,0,0,1,0,8,0,0,1,0.0,0.0,0.0,0,0,4,6,"66,7",0,2,0,0,0,2024-10-05
Zé Marcos,Juventude,3,BRA,CB,26-247,90,0,0,0,0,0,0,1,0,42,1,1,0,0.0,0.0,0.0,1,0,26,34,"76,5",1,18,0,0,0,2024-10-05
Danilo Boza,Juventude,4,BRA,CB,26-152,90,0,0,0,0,2,0,0,0,45,1,0,2,0.1,0.1,0.0,0,0,30,36,"83,3",1,19,0,0,0,2024-10-05
João Lucas,Juventude,2,BRA,RB,26-210,65,0,0,0,0,1,1,0,0,44,2,0,1,0.1,0.1,0.0,1,0,20,33,"60,6",2,16,1,1,0,2024-10-05
Ewerton,Juventude,14,BRA,RB,23-330,25,0,0,0,0,1,1,0,0,13,1,0,0,0.0,0.0,0.0,0,0,5,10,"50,0",0,7,1,0,0,2024-10-05
Gabriel,Juventude,1,BRA,GK,32-008,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,21,33,"63,6",0,18,0,0,0,2024-10-05
Deyverson,Atlético Mineiro,9,BRA,FW,33-154,79,1,0,0,0,1,1,1,0,27,0,0,1,0.3,0.3,0.0,1,0,10,19,"52,6",2,11,0,1,0,2024-10-09
Mariano,Atlético Mineiro,25,BRA,FW,38-108,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-10-09
Paulinho,Atlético Mineiro,10,BRA,LW,24-086,90,0,0,0,0,0,0,0,0,49,1,0,0,0.0,0.0,0.1,3,0,38,44,"86,4",3,26,4,2,1,2024-10-09
Hulk,Atlético Mineiro,7,BRA,RW,38-076,89,1,1,1,1,2,2,1,0,41,0,0,0,0.9,0.1,0.3,9,3,24,29,"82,8",7,30,6,7,4,2024-10-09
Alan Kardec,Atlético Mineiro,14,BRA,RW,35-271,1,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-10-09
Rubens,Atlético Mineiro,44,BRA,LM,23-110,90,0,0,0,0,4,1,0,0,60,3,1,0,0.1,0.1,0.0,2,0,36,45,"80,0",3,27,0,0,0,2024-10-09
Otávio,Atlético Mineiro,5,BRA,CM,30-158,86,0,0,0,0,1,0,0,0,49,4,0,2,0.0,0.0,0.0,1,0,32,40,"80,0",2,25,1,1,0,2024-10-09
Paulo Vitor,Atlético Mineiro,27,BRA,CM,20-044,4,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,1,1,"100,0",1,0,0,0,0,2024-10-09
Fausto Vera,Atlético Mineiro,18,ARG,CM,24-197,90,0,0,0,0,3,0,1,0,43,1,2,1,0.3,0.3,0.0,5,1,27,30,"90,0",5,25,2,0,0,2024-10-09
Gustavo Scarpa,Atlético Mineiro,6,BRA,RM,30-278,90,0,0,0,0,2,0,0,0,45,0,0,1,0.1,0.1,0.0,2,0,32,39,"82,1",3,30,1,2,1,2024-10-09
Lyanco,Atlético Mineiro,2,BRA,CB,27-251,45,0,0,0,0,0,0,1,0,46,2,0,0,0.0,0.0,0.0,0,0,36,38,"94,7",3,28,2,1,0,2024-10-09
Bruno Fuchs,Atlético Mineiro,3,BRA,CB,25-191,45,0,0,0,0,0,0,0,0,18,1,1,1,0.0,0.0,0.0,1,0,12,12,"100,0",3,6,0,0,0,2024-10-09
Rodrigo Battaglia,Atlético Mineiro,21,ARG,CB,33-089,90,0,0,0,0,0,0,0,0,61,4,0,1,0.0,0.0,0.0,0,0,40,47,"85,1",0,30,0,0,0,2024-10-09
Renzo Saravia,Atlético Mineiro,26,ARG,CB,31-115,86,0,0,0,0,0,0,0,0,32,3,0,0,0.0,0.0,0.0,1,0,20,22,"90,9",2,17,0,1,0,2024-10-09
Brahian Palacios,Atlético Mineiro,30,COL,CB,21-320,4,0,0,0,0,0,0,0,0,4,0,1,0,0.0,0.0,0.0,0,0,0,1,"0,0",0,1,0,1,0,2024-10-09
Matheus Mendes,Atlético Mineiro,31,BRA,GK,25-213,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,17,24,"70,8",0,10,0,0,0,2024-10-09
Martin Braithwaite,Grêmio,22,DEN,"FW,RW",33-126,90,0,0,0,0,0,0,0,0,36,1,0,0,0.0,0.0,0.0,2,1,20,25,"80,0",1,19,2,5,3,2024-10-09
Alexander Aravena,Grêmio,16,CHI,LW,22-033,86,1,0,0,0,3,1,0,0,26,2,0,0,0.7,0.7,0.0,2,0,15,17,"88,2",1,20,1,3,1,2024-10-09
Mayk,Grêmio,26,BRA,LW,25-039,4,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,"100,0",1,1,0,0,0,2024-10-09
Franco Cristaldo,Grêmio,10,ARG,RW,28-055,77,0,0,0,0,2,1,0,0,57,0,0,1,0.1,0.1,0.1,4,0,42,52,"80,8",6,33,1,2,2,2024-10-09
Miguel Monsalve,Grêmio,11,COL,"CM,RW",20-225,13,0,0,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.0,4,0,13,16,"81,3",4,18,2,3,3,2024-10-09
Dodi,Grêmio,17,BRA,"LM,CB",28-175,90,0,1,0,0,1,0,0,0,56,1,2,0,0.0,0.0,0.5,1,1,45,49,"91,8",7,42,0,4,2,2024-10-09
João Pedro Pepê,Grêmio,23,BRA,"CM,LM",26-277,86,0,0,0,0,2,0,0,0,72,1,1,0,0.2,0.2,0.0,4,0,54,61,"88,5",7,47,3,4,1,2024-10-09
Ronald,Grêmio,35,BRA,LM,21-241,4,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,8,8,"100,0",1,6,1,0,0,2024-10-09
Edenílson,Grêmio,15,BRA,"RM,RB",34-296,90,0,0,0,0,2,2,0,0,64,0,0,0,0.1,0.1,0.1,4,0,49,60,"81,7",6,29,0,0,0,2024-10-09
Reinaldo,Grêmio,6,BRA,LB,35-011,90,0,0,0,0,0,0,1,0,64,3,0,1,0.0,0.0,0.1,2,0,42,57,"73,7",10,30,2,2,1,2024-10-09
Jemerson,Grêmio,28,BRA,CB,32-046,77,0,0,0,0,0,0,1,0,33,5,1,1,0.0,0.0,0.0,0,0,19,21,"90,5",1,12,0,0,0,2024-10-09
Cristian Pavón,Grêmio,21,ARG,"RM,CB",28-262,13,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.1,1,0,8,12,"66,7",3,7,0,0,0,2024-10-09
Rodrigo Ely,Grêmio,5,BRA,CB,30-341,90,0,0,0,0,1,0,0,0,52,2,2,0,0.1,0.1,0.0,1,0,35,43,"81,4",1,21,1,0,0,2024-10-09
Igor Schlemper,Grêmio,34,BRA,RB,19-222,65,0,0,0,0,0,0,0,0,36,0,0,1,0.0,0.0,0.1,1,0,21,32,"65,6",1,22,1,0,0,2024-10-09
Diego Costa,Grêmio,19,ESP,"RB,FW",36-002,25,0,0,0,0,3,0,0,0,14,0,0,0,0.3,0.3,0.0,0,0,7,9,"77,8",0,9,0,2,1,2024-10-09
Agustín Marchesín,Grêmio,1,ARG,GK,36-207,90,0,0,0,0,0,0,1,0,35,0,0,0,0.0,0.0,0.0,0,0,26,31,"83,9",0,12,0,1,1,2024-10-09
Jonathan Calleri,São Paulo,9,ARG,FW,31-023,90,0,1,0,0,1,0,0,0,24,2,0,0,0.4,0.4,0.1,2,1,13,20,"65,0",2,14,2,0,0,2024-10-16
Lucas Moura,São Paulo,7,BRA,LW,32-064,77,2,0,0,0,2,2,0,0,35,1,0,1,0.4,0.4,0.2,6,0,19,25,"76,0",6,20,2,3,2,2024-10-16
Ferreira,São Paulo,47,BRA,LW,26-290,13,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,2,0,10,12,"83,3",2,11,3,1,0,2024-10-16
Erick,São Paulo,33,BRA,RW,26-311,65,0,0,0,0,2,0,0,0,41,0,2,1,0.1,0.1,0.1,2,0,25,31,"80,6",6,22,5,3,2,2024-10-16
Wellington Rato,São Paulo,27,BRA,RW,32-110,25,0,1,0,0,1,1,0,0,13,0,0,0,0.0,0.0,0.2,3,2,9,12,"75,0",1,7,1,0,0,2024-10-16
Luciano,São Paulo,10,BRA,AM,31-151,76,1,1,0,0,3,1,0,0,39,0,0,0,0.3,0.3,0.2,3,2,22,29,"75,9",3,30,2,0,0,2024-10-16
Rodrigo Nestor,São Paulo,11,BRA,AM,24-068,14,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.4,1,0,4,8,"50,0",0,5,0,0,0,2024-10-16
Luiz Gustavo,São Paulo,16,BRA,DM,37-085,90,0,0,0,0,0,0,0,0,41,0,1,2,0.0,0.0,0.0,0,0,34,36,"94,4",3,22,1,0,0,2024-10-16
Marcos Antônio,São Paulo,20,BRA,DM,24-125,82,0,0,0,0,1,0,0,0,52,0,0,0,0.0,0.0,0.0,2,0,44,47,"93,6",4,29,0,2,0,2024-10-16
Giuliano Galoppo,São Paulo,8,ARG,DM,25-120,8,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,4,4,"100,0",2,0,0,0,0,2024-10-16
Welington,São Paulo,6,BRA,LB,23-240,90,0,0,0,0,0,0,1,0,41,1,3,0,0.0,0.0,0.0,2,0,26,33,"78,8",3,15,2,0,0,2024-10-16
José Sabino,São Paulo,35,BRA,CB,27-357,82,0,0,0,0,1,1,0,0,60,4,1,1,0.0,0.0,0.0,0,0,34,44,"77,3",5,29,0,0,0,2024-10-16
Santiago Longo,São Paulo,4,ARG,"CB,DM",26-187,8,0,0,0,0,1,0,0,0,12,1,0,1,0.0,0.0,0.0,0,0,9,9,"100,0",1,5,0,0,0,2024-10-16
Ruan,São Paulo,22,BRA,CB,25-131,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,0,0,32,39,"82,1",1,26,0,0,0,2024-10-16
Igor Vinícius de Souza,São Paulo,2,BRA,RB,27-198,90,0,0,0,0,0,0,0,0,63,5,0,1,0.0,0.0,0.0,1,0,43,48,"89,6",5,32,2,1,0,2024-10-16
Rafael Pires,São Paulo,23,BRA,GK,35-115,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,25,26,"96,2",0,10,0,0,0,2024-10-16
Pablo Vegetti,Vasco da Gama,99,ARG,FW,36-001,75,0,0,0,0,5,2,0,0,27,1,0,0,0.2,0.2,0.0,0,0,9,15,"60,0",0,8,0,0,0,2024-10-16
Pablo Galdames Millán,Vasco da Gama,27,CHI,AM,27-291,15,0,0,0,0,0,0,0,0,12,0,1,0,0.0,0.0,0.0,1,0,10,10,"100,0",4,8,0,1,1,2024-10-16
Dimitri Payet,Vasco da Gama,10,FRA,LW,37-201,58,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.1,2,0,38,42,"90,5",4,27,2,0,0,2024-10-16
Rayan Vitor,Vasco da Gama,77,BRA,"RW,FW",18-074,32,0,0,0,0,0,0,0,0,6,0,1,0,0.0,0.0,0.0,1,0,4,4,"100,0",1,6,1,0,0,2024-10-16
Emerson Rodríguez,Vasco da Gama,17,COL,"RW,LW",24-052,90,0,0,0,0,1,0,0,0,23,0,1,2,0.0,0.0,0.0,3,0,9,12,"75,0",0,11,2,4,2,2024-10-16
Philippe Coutinho,Vasco da Gama,11,BRA,AM,32-126,75,0,0,0,0,2,1,0,0,45,2,0,0,0.7,0.7,0.0,1,0,29,38,"76,3",1,26,1,0,0,2024-10-16
Jean Meneses,Vasco da Gama,21,CHI,RW,31-214,15,0,0,0,0,1,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,3,4,"75,0",0,7,1,2,0,2024-10-16
Mateus Cocão,Vasco da Gama,85,BRA,DM,22-212,90,0,0,0,0,0,0,0,0,69,3,1,1,0.0,0.0,0.0,1,0,54,60,"90,0",6,36,1,2,1,2024-10-16
Hugo Moura,Vasco da Gama,25,BRA,DM,26-287,90,0,0,0,0,0,0,0,0,60,1,0,1,0.0,0.0,0.0,1,0,49,57,"86,0",3,30,1,0,0,2024-10-16
Lucas Piton,Vasco da Gama,6,BRA,LB,24-007,58,0,0,0,0,0,0,0,0,33,3,1,0,0.0,0.0,0.0,2,0,24,29,"82,8",1,19,2,1,0,2024-10-16
Leandrinho,Vasco da Gama,66,BRA,LB,19-213,32,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,21,23,"91,3",1,10,1,0,0,2024-10-16
João Victor,Vasco da Gama,38,BRA,CB,26-091,90,0,0,0,0,0,0,0,0,65,1,0,1,0.0,0.0,0.0,1,0,48,58,"82,8",5,41,3,0,0,2024-10-16
Maicon,Vasco da Gama,4,BRA,CB,36-032,90,0,0,0,0,0,0,0,0,51,0,1,2,0.0,0.0,0.0,0,0,38,46,"82,6",3,32,0,1,1,2024-10-16
Paulo Henrique,Vasco da Gama,96,BRA,RB,28-083,45,0,0,0,0,0,0,0,0,29,2,1,1,0.0,0.0,0.6,4,0,23,26,"88,5",3,12,1,1,1,2024-10-16
José Luis Rodríguez Bebanz,Vasco da Gama,2,URU,RB,27-216,45,0,0,0,0,0,0,0,0,27,0,1,0,0.0,0.0,0.0,0,0,14,22,"63,6",1,15,0,0,0,2024-10-16
Léo Jardim,Vasco da Gama,1,BRA,GK,29-210,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,22,32,"68,8",0,18,0,0,0,2024-10-16
Juan Martín Lucero,Fortaleza,9,ARG,FW,32-321,66,0,0,0,0,2,0,0,0,18,1,0,0,0.1,0.1,0.0,1,0,14,15,"93,3",1,10,1,0,0,2024-10-16
Breno,Fortaleza,26,BRA,FW,28-266,24,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,2,6,"33,3",0,5,0,0,0,2024-10-16
Moises,Fortaleza,21,BRA,LW,28-044,75,0,0,0,0,2,0,0,0,31,0,0,0,0.2,0.2,0.0,3,0,16,23,"69,6",5,19,2,3,1,2024-10-16
Renato Kayser,Fortaleza,79,BRA,LW,28-242,10,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-10-16
Pedro Borges,Fortaleza,28,BRA,LW,27-227,5,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,2024-10-16
Marinho,Fortaleza,11,BRA,RW,34-140,58,1,0,0,0,2,1,0,1,32,0,0,0,0.2,0.2,0.2,3,1,20,23,"87,0",3,27,2,3,2,2024-10-16
Leandro Emmanuel Martínez,Fortaleza,8,ARG,AM,30-134,67,0,1,0,0,0,0,0,0,34,1,0,2,0.0,0.0,0.3,2,1,24,29,"82,8",1,20,0,1,0,2024-10-16
Yago Pikachu,Fortaleza,22,BRA,AM,32-133,23,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,10,12,"83,3",2,7,2,2,2,2024-10-16
Hércules,Fortaleza,35,BRA,DM,23-362,90,0,0,0,0,3,0,0,0,43,1,0,0,0.1,0.1,0.1,2,0,27,34,"79,4",4,25,1,2,0,2024-10-16
Matheus Rossetto,Fortaleza,16,BRA,DM,28-135,84,0,0,0,0,1,0,0,0,78,4,0,1,0.0,0.0,0.0,3,0,65,69,"94,2",5,50,1,1,0,2024-10-16
José Welison,Fortaleza,17,BRA,DM,29-219,6,0,0,0,0,1,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,3,"0,0",0,3,0,0,0,2024-10-16
Bruno Pacheco,Fortaleza,6,BRA,LB,32-313,90,0,0,0,0,1,0,1,0,44,3,1,1,0.0,0.0,0.0,1,0,27,36,"75,0",3,14,0,0,0,2024-10-16
Titi,Fortaleza,4,BRA,CB,36-218,90,0,0,0,0,0,0,0,0,41,0,1,1,0.0,0.0,0.0,1,0,31,35,"88,6",3,25,1,0,0,2024-10-16
Emanuel Brítez,Fortaleza,19,ARG,CB,32-204,90,0,0,0,0,1,0,0,0,60,4,2,1,0.0,0.0,0.0,1,0,31,41,"75,6",2,27,0,1,0,2024-10-16
Guilherme Tinga,Fortaleza,2,BRA,RB,31-045,82,0,0,0,0,0,0,0,1,68,0,1,1,0.0,0.0,0.0,2,0,47,64,"73,4",9,33,0,1,0,2024-10-16
João Ricardo Riedi,Fortaleza,1,BRA,GK,36-040,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,16,29,"55,2",0,17,0,0,0,2024-10-16
Alan Kardec,Atlético Mineiro,14,BRA,FW,35-278,90,0,0,0,0,3,1,0,0,24,0,0,1,0.1,0.1,0.1,2,0,8,11,"72,7",0,10,0,1,0,2024-10-16
Brahian Palacios,Atlético Mineiro,30,COL,LW,21-327,70,0,1,0,0,1,0,1,0,27,1,0,2,0.0,0.0,0.0,1,1,16,20,"80,0",0,13,0,1,1,2024-10-16
Caio Maia,Atlético Mineiro,39,BRA,LW,19-198,20,0,0,0,0,2,1,1,0,13,0,0,0,0.2,0.2,0.0,5,0,7,10,"70,0",0,10,0,1,1,2024-10-16
Alisson,Atlético Mineiro,45,BRA,RW,19-025,79,0,0,0,0,1,0,0,0,37,1,2,0,0.0,0.0,0.1,3,0,20,27,"74,1",2,25,4,7,3,2024-10-16
Gustavo Scarpa,Atlético Mineiro,6,BRA,RW,30-285,11,0,0,0,0,1,1,0,0,18,0,0,0,0.1,0.1,0.1,1,0,12,15,"80,0",3,8,2,0,0,2024-10-16
Igor Gomes,Atlético Mineiro,17,BRA,AM,25-213,79,0,0,0,0,2,0,0,0,28,1,0,0,0.6,0.6,0.0,4,1,19,21,"90,5",5,19,1,0,0,2024-10-16
Robert Conceição,Atlético Mineiro,33,BRA,AM,21-088,11,0,0,0,0,2,1,0,0,10,0,0,0,0.2,0.2,0.1,2,0,3,5,"60,0",3,6,0,0,0,2024-10-16
Paulo Vitor,Atlético Mineiro,27,BRA,DM,20-051,88,0,0,0,0,0,0,1,0,52,3,1,1,0.0,0.0,0.0,2,0,39,43,"90,7",5,28,2,0,0,2024-10-16
Otávio,Atlético Mineiro,5,BRA,DM,30-165,2,0,0,0,0,1,0,0,0,16,1,0,1,0.0,0.0,0.0,0,0,11,12,"91,7",4,11,1,0,0,2024-10-16
Fausto Vera,Atlético Mineiro,18,ARG,DM,24-204,90,1,0,0,0,4,1,0,0,74,2,0,2,0.2,0.2,0.0,4,0,52,59,"88,1",5,42,5,0,0,2024-10-16
Mariano,Atlético Mineiro,25,BRA,LB,38-115,90,0,0,0,0,0,0,0,0,63,2,1,0,0.0,0.0,0.0,3,0,50,56,"89,3",4,32,1,0,0,2024-10-16
Bruno Fuchs,Atlético Mineiro,3,BRA,CB,25-198,90,0,0,0,0,0,0,0,0,77,0,2,0,0.0,0.0,0.5,3,0,63,70,"90,0",6,52,2,0,0,2024-10-16
Igor Rabello,Atlético Mineiro,16,BRA,CB,29-171,90,0,0,0,0,0,0,0,0,72,0,0,1,0.0,0.0,0.0,0,0,54,63,"85,7",2,37,0,0,0,2024-10-16
